account_id,hotel_name,country_code,city,website,phone,hotel_type_class,independent_chain_class,direct_booking_weakness,ota_dependency_signal_label,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,rooms_range,room_count_value,room_count_status,business_interest_summary,why_commercially_interesting,property_positioning_summary,main_bottleneck_hypothesis,pain_point_hypothesis,best_entry_angle,recommended_hook,recommended_first_contact_route,likely_decision_maker_hypothesis,service_complexity_read,commercial_complexity_read,direct_booking_friction_hypothesis,contact_route_friction_hypothesis,commercial_verdict,give_first_insight,main_observed_issue,proof_snippet,primary_email_goal,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,email_angle,cta_type,variant_id,test_batch,reply_outcome,review_flag,review_reason,active_icp_profile,source_file,ranking_score_final,priority_level_final,rank_bucket_final,ranking_refresh_reason,ranking_upside_reasons,ranking_downside_reasons,ranking_missingness_notes,decision_status,manual_review_needed,review_queue_reason_codes,artifact_scope
acc_6f9db68d40da,Peppers The Hills Lodge,AU,Castle Hill,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6321&merchantid=seo-maps-AU-6321&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+61 2 9680 3800,Preferred hotel,Chain candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Peppers The Hills Lodge | Mesto: Castle Hill | Kategória: Hotel | Priorita: Low (6.47) | Hodnotenie: 4.5/5 z 964 recenzií | Web: https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6321&merchantid=seo-maps-AU-6321&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps | Telefón: +61 2 9680 3800 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_71486faac1b0,Nightcap at Pymble Hotel,AU,Pymble,,+61 2 9144 1039,Preferred hotel,Independent candidate,Website missing,Unknown / likely higher OTA reliance,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Nightcap at Pymble Hotel | Mesto: Pymble | Kategória: Hotel | Priorita: Low (5.73) | Hodnotenie: 3.9/5 z 462 recenzií | Web: Verejne nepotvrdené | Telefón: +61 2 9144 1039 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,C,geo_mismatch | website_missing | website_missing,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_727b4954e412,BIG4 Sydney Lakeside Holiday Park,AU,North Narrabeen,https://sydneylakesideholidaypark.com.au/,+61 1800 008 845,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: BIG4 Sydney Lakeside Holiday Park | Mesto: North Narrabeen | Kategória: Holiday park | Priorita: Low (6.41) | Hodnotenie: 4.1/5 z 1253 recenzií | Web: https://sydneylakesideholidaypark.com.au/ | Telefón: +61 1800 008 845 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_75064e18b339,The Royal Richmond,AU,Richmond,https://www.theroyalrichmondhotel.com.au/,+61 2 4578 1011,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: The Royal Richmond | Mesto: Richmond | Kategória: Pub | Priorita: Low (6.25) | Hodnotenie: 4.2/5 z 840 recenzií | Web: https://www.theroyalrichmondhotel.com.au/ | Telefón: +61 2 4578 1011 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_7a3fa6f07b12,The Marayong Hotel,AU,Kings Park,http://www.marayonghotel.com.au/,+61 2 9626 9061,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: The Marayong Hotel | Mesto: Kings Park | Kategória: Restaurant | Priorita: Low (6.25) | Hodnotenie: 4.2/5 z 1090 recenzií | Web: http://www.marayonghotel.com.au/ | Telefón: +61 2 9626 9061 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_7cf13a7555c0,Wisemans Inn Hotel,AU,Wisemans Ferry,http://www.wisemansinnhotel.com.au/,+61 2 4566 4780,Preferred hotel,Chain candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Wisemans Inn Hotel | Mesto: Wisemans Ferry | Kategória: Hotel | Priorita: Low (6.46) | Hodnotenie: 4.1/5 z 1015 recenzií | Web: http://www.wisemansinnhotel.com.au/ | Telefón: +61 2 4566 4780 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Strong,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_800415c6d08f,Littomore Suites Kingswood,AU,Kingswood,https://www.littomoresuites.com.au/littomore-suites-kingswood/,+61 2 4712 8188,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Littomore Suites Kingswood | Mesto: Kingswood | Kategória: Hotel | Priorita: Medium (7.45) | Hodnotenie: 4.8/5 z 232 recenzií | Web: https://www.littomoresuites.com.au/littomore-suites-kingswood/ | Telefón: +61 2 4712 8188 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_85a1025fc0d6,Quest Bella Vista,AU,Bella Vista,http://www.questapartments.com.au/properties/nsw/bella-vista/quest-bella-vista/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=bellavista,+61 2 8818 9300,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Quest Bella Vista | Mesto: Bella Vista | Kategória: Hotel | Priorita: Medium-High (7.98) | Hodnotenie: 4.5/5 z 1537 recenzií | Web: http://www.questapartments.com.au/properties/nsw/bella-vista/quest-bella-vista/overview?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=bellavista | Telefón: +61 2 8818 9300 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,82.8,Medium-High,B,commercial_verdict:zaujímavý prospect | ownership:public_confirmed | review_signal:strong | factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing,commercial_verdict:zaujímavý prospect | ownership:public_confirmed | review_signal:strong,factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing,opening_hours_missing | checkin_missing | room_count_missing,outreach_now,yes,low_factual_completeness,full_batch_canonical
acc_87d2aa7bb561,Bull and Bush Hotel Baulkham Hills,AU,Baulkham Hills,http://www.bullandbushpub.com.au/,+61 2 7258 8800,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Bull and Bush Hotel Baulkham Hills | Mesto: Baulkham Hills | Kategória: Pub | Priorita: Low (6.41) | Hodnotenie: 4.0/5 z 972 recenzií | Web: http://www.bullandbushpub.com.au/ | Telefón: +61 2 7258 8800 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_8e953d323791,Quality Apartments Castle Hill,AU,Castle Hill,http://www.mantracastlehill.com.au/,+61 2 8072 6600,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Quality Apartments Castle Hill | Mesto: Castle Hill | Kategória: Hotel | Priorita: Medium (7.4) | Hodnotenie: 4.0/5 z 25 recenzií | Web: http://www.mantracastlehill.com.au/ | Telefón: +61 2 8072 6600 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_8f0ed8a64ea7,Mercure Penrith,AU,Penrith,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9877&merchantid=seo-maps-AU-9877&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+61 2 4721 7700,Preferred hotel,Chain candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Mercure Penrith | Mesto: Penrith | Kategória: Hotel | Priorita: Low (6.14) | Hodnotenie: 4.2/5 z 1143 recenzií | Web: https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9877&merchantid=seo-maps-AU-9877&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps | Telefón: +61 2 4721 7700 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_91cfbc59d9f8,Crowne Plaza Hawkesbury Valley by IHG,AU,Windsor,https://www.ihg.com/crowneplaza/hotels/us/en/windsor/sydwd/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-AU-_-SYDWD,+61 2 4577 4222,Preferred hotel,Chain candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Crowne Plaza Hawkesbury Valley by IHG | Mesto: Windsor | Kategória: Hotel | Priorita: Low (6.47) | Hodnotenie: 4.6/5 z 1611 recenzií | Web: https://www.ihg.com/crowneplaza/hotels/us/en/windsor/sydwd/hoteldetail?cm_mmc=GoogleMaps-_-CP-_-AU-_-SYDWD | Telefón: +61 2 4577 4222 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,C,chain_signal | geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_96ae5651c834,St Marys Park View Motel,AU,St Marys,https://parkviewmotel.com.au/,+61 2 9623 1227,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: St Marys Park View Motel | Mesto: St Marys | Kategória: Motel | Priorita: Low (6.09) | Hodnotenie: 4.3/5 z 455 recenzií | Web: https://parkviewmotel.com.au/ | Telefón: +61 2 9623 1227 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_978130043152,Tates Hotel Windsor,AU,Windsor,https://tateshotelwindsor.com.au/,,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Čiastočne overené z raw vstupu: len web,Hotel: Tates Hotel Windsor | Mesto: Windsor | Kategória: Motel | Priorita: Low (6.21) | Hodnotenie: 4.2/5 z 434 recenzií | Web: https://tateshotelwindsor.com.au/ | Telefón: Verejne nepotvrdené | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_missing | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,3.0,Strong,Low,phone_missing,1,geo_mismatch | phone_missing,C,geo_mismatch | phone_missing,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_98f1c261dbe2,Gateway Motel,AU,Vineyard,http://www.gatewaymotel.com.au/,+61 2 9627 6022,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Gateway Motel | Mesto: Vineyard | Kategória: Motel | Priorita: Medium-High (7.6) | Hodnotenie: 4.3/5 z 245 recenzií | Web: http://www.gatewaymotel.com.au/ | Telefón: +61 2 9627 6022 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_991c2d13f4ad,Ingenia Holidays Sydney Hills,AU,Dural,https://www.ingeniaholidays.com.au/our-parks/new-south-wales/western-sydney/sydney-hills/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=googlemybusiness&utm_term=park-listing,+61 2 9651 2555,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Ingenia Holidays Sydney Hills | Mesto: Dural | Kategória: Holiday park | Priorita: Low (6.24) | Hodnotenie: 3.8/5 z 478 recenzií | Web: https://www.ingeniaholidays.com.au/our-parks/new-south-wales/western-sydney/sydney-hills/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=googlemybusiness&utm_term=park-listing | Telefón: +61 2 9651 2555 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_9c4955491ff6,Visy Dior Hotels International,AU,Norwest,https://visydior.com/,+61 2 9634 9634,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Visy Dior Hotels International | Mesto: Norwest | Kategória: Motel | Priorita: Low (6.09) | Hodnotenie: 4.0/5 z 954 recenzií | Web: https://visydior.com/ | Telefón: +61 2 9634 9634 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_9d71e80330f1,SureStay by Best Western New Inn Richmond,AU,Richmond,https://www.bestwestern.com/en_US/book/hotel-rooms.97475.html?aff=BAU&iata=90000026&ssob=BLSSH0004G&cid=BLSSH0004G:google:gmb:97475,+61 2 4578 0520,Other lodging,Chain candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: SureStay by Best Western New Inn Richmond | Mesto: Richmond | Kategória: Motel | Priorita: Low (4.67) | Hodnotenie: 4.3/5 z 108 recenzií | Web: https://www.bestwestern.com/en_US/book/hotel-rooms.97475.html?aff=BAU&iata=90000026&ssob=BLSSH0004G&cid=BLSSH0004G:google:gmb:97475 | Telefón: +61 2 4578 0520 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely layered decision_cycle,High,3.0,Weak,High,no_major_gap,0,chain_signal | geo_mismatch,D,chain_signal | geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,possible_chain | out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
